TeamID,TeamName,LScore,LFG%,L3Pt%,L2Pt%,LFT%,LAssists,WScore,WFG%,W3Pt%,W2Pt%,WFT%,WAssists
1276,Michigan,60.25,37.68349445041174,29.810321257689676,0.41745908889871736,68.94351119894598,12.75,79.45,50.354436706284716,40.41840364601671,0.5603387511770535,80.6932496916344,16.0
1104,Alabama,63.833333333333336,35.894522384626214,28.290831773590394,0.41932498123504697,63.702547452547456,9.5,83.5,44.88803137773144,36.46242949478471,0.5369906660500252,72.96036294901471,15.291666666666666
1400,Texas,71.0,42.95450981415949,35.79589458160886,0.47702461099610405,56.65551487525778,12.0,76.78947368421052,46.828490503363234,36.264277160922276,0.5438004505037526,73.89806258292373,13.421052631578947
1199,Florida St,70.66666666666667,44.54707006779602,33.46282172289205,0.5096825396825396,67.94102033232468,11.0,82.0,48.82185478320775,42.09183599624776,0.5279507004653814,76.14815899298658,15.9375
1160,Colorado,65.375,41.78005189402599,27.594171497203533,0.49261566062402773,78.15093918809089,10.625,75.81818181818181,46.87996119899523,39.75120393569591,0.5054530422515958,84.01985856933605,14.181818181818182
1140,BYU,69.0,43.36711581236927,30.674603174603174,0.5042680397519107,74.7625376572745,12.5,80.26315789473684,49.218126373793126,38.29849158774931,0.5588544036269312,74.11576886577949,17.31578947368421
1163,Connecticut,65.42857142857143,38.52719091363487,27.077666561157894,0.45546036861067496,73.12642252230353,10.285714285714286,75.86666666666666,46.338277491932345,36.912149311530115,0.5086084486403537,72.90948624644277,14.333333333333334
1261,LSU,74.11111111111111,40.59050532908372,30.168596651262177,0.471484929476023,68.21029176584732,9.666666666666666,86.11111111111111,49.771709533917345,37.57056765597387,0.5766884317647513,78.43965801496228,13.61111111111111
1382,St Bonaventure,58.0,37.426974664679584,28.51973684210526,0.41258626639061424,65.97435897435898,11.5,73.625,46.84887818106338,36.10263602986197,0.513380278772862,74.1925150263966,15.625
1268,Maryland,60.84615384615385,41.3928784862605,31.455351983096683,0.4921971328496916,64.81037125267895,11.923076923076923,73.6,48.61002782133626,38.28595218292909,0.5657197543478597,76.15612160279609,13.533333333333333
1277,Michigan St,59.416666666666664,36.87341760728002,29.47634568650976,0.4097194987772565,62.51943591056494,13.25,76.73333333333333,46.919890688765946,34.386164736548366,0.5378987399404636,76.41354887316658,17.933333333333334
1417,UCLA,66.44444444444444,43.7763518359882,32.58249612635578,0.49429528276373247,70.41930204910119,11.444444444444445,76.23529411764706,47.73005622488365,40.66352928579062,0.5116948826554998,71.96514326262708,14.764705882352942
1207,Georgetown,66.66666666666667,39.911698912587376,33.882694426637435,0.4466349338041791,78.36554921113745,12.25,75.6923076923077,45.24614515907547,40.84892380235475,0.48235901936892633,73.90100714558919,13.384615384615385
