TeamID,TeamName,LScore,LFG%,L3Pt%,L2Pt%,LFT%,LAssists,WScore,WFG%,W3Pt%,W2Pt%,WFT%,WAssists
1276,Michigan,49.0,39.21568627450981,27.27272727272727,0.425,54.54545454545454,12.0,81.33333333333333,50.382281455727785,33.96270396270396,0.6051587301587301,75.3288740245262,20.0
1104,Alabama,78.0,43.47826086956522,25.0,0.5609756097560976,44.0,9.0,82.0,50.100057175528875,39.86742424242424,0.5581490581490582,78.26086956521739,14.5
1400,Texas,52.0,45.0,35.0,0.55,81.81818181818183,15.0,,,,,,
1199,Florida St,58.0,40.0,25.0,0.475,83.33333333333334,10.0,67.5,52.1286231884058,17.647058823529413,0.6308576480990274,75.47619047619048,15.5
1160,Colorado,53.0,35.714285714285715,24.0,0.45161290322580644,63.63636363636363,12.0,96.0,60.71428571428571,64.0,0.5806451612903226,85.71428571428571,27.0
1140,BYU,62.0,49.01960784313725,17.647058823529413,0.6470588235294118,56.25,5.0,,,,,,
1163,Connecticut,54.0,32.30769230769231,30.434782608695656,0.3333333333333333,41.66666666666667,10.0,,,,,,
1261,LSU,78.0,39.130434782608695,28.57142857142857,0.4375,78.26086956521739,8.0,76.0,40.32258064516129,32.0,0.4594594594594595,81.81818181818183,11.0
1382,St Bonaventure,61.0,33.33333333333333,15.0,0.4186046511627907,80.0,10.0,,,,,,
1268,Maryland,77.0,53.333333333333336,37.03703703703704,0.6666666666666666,42.857142857142854,17.0,63.0,51.162790697674424,50.0,0.52,71.42857142857143,13.0
1277,Michigan St,80.0,47.540983606557376,33.33333333333333,0.5348837209302325,88.88888888888889,16.0,,,,,,
1417,UCLA,90.0,57.6271186440678,47.05882352941176,0.6190476190476191,66.66666666666666,21.0,73.0,43.83486420027851,37.30141002373307,0.46717344598877697,68.62362637362637,12.4
1207,Georgetown,73.0,39.6551724137931,33.33333333333333,0.4411764705882353,73.07692307692307,12.0,,,,,,
1422,UNC Greensboro,54.0,31.666666666666664,25.925925925925924,0.36363636363636365,69.23076923076923,14.0,,,,,,
1101,Abilene Chr,47.0,29.82456140350877,21.052631578947366,0.34210526315789475,81.81818181818183,13.0,53.0,29.850746268656714,16.666666666666664,0.3469387755102041,83.33333333333334,9.0
1233,Iona,55.0,38.983050847457626,21.73913043478261,0.5,80.0,8.0,,,,,,
1291,Mt St Mary's,52.0,38.775510204081634,27.27272727272727,0.48148148148148145,50.0,9.0,,,,,,
1411,TX Southern,66.0,35.9375,8.333333333333332,0.4230769230769231,86.36363636363636,7.0,60.0,38.59649122807017,42.857142857142854,0.37209302325581395,52.63157894736842,9.0
